"x_plot","y_plot","playsection"
-44,39,"westPointDZ"
-26,38,"southEastBoardsNZ"
25,-10,"centerPoint"
94,25,"outsideNorthEast"
97,-5,"outsideNorthWest"
26,-31,"westPoint"
57,39,"outsideNorthEast"
-61,-38,"outsideNorthEastDZ"
-48,39,"westPointDZ"
-37,39,"westPointDZ"
0,-25,"northWestBoardsNZ"
25,4,"centerPoint"
34,35,"eastPoint"
40,40,"eastPoint"
56,39,"outsideNorthEast"
58,38,"outsideNorthEast"
59,38,"outsideNorthEast"
84,-38,"outsideNorthWest"
97,3,"outsideNorthEast"
26,30,"eastPoint"
60,38,"outsideNorthEast"
76,-38,"outsideNorthWest"
-80,-37,"outsideNorthEastDZ"
-65,39,"outsideNorthWestDZ"
55,38,"outsideNorthEast"
98,7,"outsideNorthEast"
-93,5,"outsideNorthWestDZ"
-64,-40,"outsideNorthEastDZ"
77,40,"outsideNorthEast"
96,-26,"outsideNorthWest"
97,-21,"outsideNorthWest"
97,2,"outsideNorthEast"
97,8,"outsideNorthEast"
97,20,"outsideNorthEast"
-98,10,"outsideNorthWestDZ"
-91,-31,"outsideNorthEastDZ"
-77,-38,"outsideNorthEastDZ"
-72,40,"outsideNorthWestDZ"
-25,-6,"southCenterNZ"
-25,9,"southCenterNZ"
25,-15,"westPoint"
76,40,"outsideNorthEast"
93,30,"outsideNorthEast"
96,21,"outsideNorthEast"
98,-4,"outsideNorthWest"
-55,-39,"outsideNorthEastDZ"
25,-23,"westPoint"
25,15,"eastPoint"
97,-7,"outsideNorthWest"
-95,-19,"outsideNorthEastDZ"
-94,19,"outsideNorthWestDZ"
-81,39,"outsideNorthWestDZ"
-56,-39,"outsideNorthEastDZ"
-55,40,"outsideNorthWestDZ"
-43,39,"westPointDZ"
25,-9,"centerPoint"
40,-38,"westPoint"
45,-39,"westPoint"
52,-39,"westPoint"
63,38,"outsideNorthEast"
81,-36,"outsideNorthWest"
-26,36,"southEastBoardsNZ"
25,16,"eastPoint"
42,-39,"westPoint"
94,-24,"outsideNorthWest"
97,-17,"outsideNorthWest"
-94,-20,"outsideNorthEastDZ"
-93,-5,"outsideNorthEastDZ"
-80,37,"outsideNorthWestDZ"
-72,39,"outsideNorthWestDZ"
-52,39,"westPointDZ"
-25,-31,"southWestBoardsNZ"
0,25,"northEastBoardsNZ"
30,35,"eastPoint"
44,-39,"westPoint"
68,23,"eastOuterSlot"
97,-20,"outsideNorthWest"
98,-6,"outsideNorthWest"
-98,15,"outsideNorthWestDZ"
-94,-8,"outsideNorthEastDZ"
-93,-22,"outsideNorthEastDZ"
-92,27,"outsideNorthWestDZ"
-77,38,"outsideNorthWestDZ"
-65,40,"outsideNorthWestDZ"
-57,40,"outsideNorthWestDZ"
-55,-38,"outsideNorthEastDZ"
-25,8,"southCenterNZ"
25,13,"eastPoint"
41,-40,"westPoint"
42,38,"eastPoint"
72,-39,"outsideNorthWest"
97,-2,"outsideNorthWest"
-95,-18,"outsideNorthEastDZ"
-95,17,"outsideNorthWestDZ"
-52,-38,"eastPointDZ"
0,-11,"northCenterNZ"
97,-3,"outsideNorthWest"
-98,-20,"outsideNorthEastDZ"
-93,-23,"outsideNorthEastDZ"
-76,-40,"outsideNorthEastDZ"
-60,-38,"outsideNorthEastDZ"
-58,-38,"outsideNorthEastDZ"
-48,-39,"eastPointDZ"
-25,-12,"southCenterNZ"
-25,6,"southCenterNZ"
-25,12,"southCenterNZ"
10,-39,"northWestBoardsNZ"
28,38,"eastPoint"
35,35,"eastPoint"
55,-38,"outsideNorthWest"
59,40,"outsideNorthEast"
66,-39,"outsideNorthWest"
81,39,"outsideNorthEast"
85,-35,"outsideNorthWest"
-75,40,"outsideNorthWestDZ"
-56,38,"outsideNorthWestDZ"
-47,-39,"eastPointDZ"
-25,-16,"southCenterNZ"
0,-27,"northWestBoardsNZ"
25,-19,"westPoint"
25,19,"eastPoint"
62,38,"outsideNorthEast"
-96,-15,"outsideNorthEastDZ"
-49,39,"westPointDZ"
31,34,"eastPoint"
48,-39,"westPoint"
74,-38,"outsideNorthWest"
97,4,"outsideNorthEast"
-25,-30,"southWestBoardsNZ"
25,10,"centerPoint"
43,-40,"westPoint"
56,38,"outsideNorthEast"
92,31,"outsideNorthEast"
95,28,"outsideNorthEast"
96,6,"outsideNorthEast"
-94,-19,"outsideNorthEastDZ"
-66,-40,"outsideNorthEastDZ"
-47,39,"westPointDZ"
-25,-7,"southCenterNZ"
-25,4,"southCenterNZ"
41,-38,"westPoint"
49,39,"eastPoint"
-81,-39,"outsideNorthEastDZ"
-61,40,"outsideNorthWestDZ"
-51,39,"westPointDZ"
-25,-13,"southCenterNZ"
26,-40,"westPoint"
83,35,"outsideNorthEast"
92,-30,"outsideNorthWest"
97,-16,"outsideNorthWest"
-95,16,"outsideNorthWestDZ"
-87,35,"outsideNorthWestDZ"
-83,-35,"outsideNorthEastDZ"
-78,-38,"outsideNorthEastDZ"
-58,40,"outsideNorthWestDZ"
0,-23,"northWestBoardsNZ"
7,39,"northEastBoardsNZ"
29,-36,"westPoint"
38,37,"eastPoint"
92,-29,"outsideNorthWest"
34,-35,"westPoint"
75,38,"outsideNorthEast"
96,22,"outsideNorthEast"
97,18,"outsideNorthEast"
98,16,"outsideNorthEast"
-92,32,"outsideNorthWestDZ"
25,-21,"westPoint"
61,40,"outsideNorthEast"
77,-40,"outsideNorthWest"
95,23,"outsideNorthEast"
97,-1,"outsideNorthWest"
0,24,"northEastBoardsNZ"
12,-39,"northWestBoardsNZ"
25,-24,"westPoint"
57,40,"outsideNorthEast"
58,-38,"outsideNorthWest"
96,-21,"outsideNorthWest"
-95,-17,"outsideNorthEastDZ"
-58,-40,"outsideNorthEastDZ"
-57,-40,"outsideNorthEastDZ"
-26,-37,"southWestBoardsNZ"
37,-37,"westPoint"
50,39,"eastPoint"
56,40,"outsideNorthEast"
59,-40,"outsideNorthWest"
94,-29,"outsideNorthWest"
98,8,"outsideNorthEast"
-66,39,"outsideNorthWestDZ"
-43,-39,"eastPointDZ"
-40,-39,"eastPointDZ"
25,-18,"westPoint"
35,-35,"westPoint"
51,-40,"westPoint"
96,5,"outsideNorthEast"
-71,39,"outsideNorthWestDZ"
-56,-38,"outsideNorthEastDZ"
0,-24,"northWestBoardsNZ"
0,23,"northEastBoardsNZ"
25,23,"eastPoint"
45,-40,"westPoint"
66,39,"outsideNorthEast"
-93,22,"outsideNorthWestDZ"
-56,-40,"outsideNorthEastDZ"
-38,-39,"eastPointDZ"
25,21,"eastPoint"
57,-38,"outsideNorthWest"
-91,-32,"outsideNorthEastDZ"
-62,40,"outsideNorthWestDZ"
-25,-8,"southCenterNZ"
-25,-5,"southCenterNZ"
-25,-4,"southCenterNZ"
26,31,"eastPoint"
29,36,"eastPoint"
75,-38,"outsideNorthWest"
83,-35,"outsideNorthWest"
97,-8,"outsideNorthWest"
97,9,"outsideNorthEast"
-84,34,"outsideNorthWestDZ"
-69,-20,"eastOuterSlotDZ"
-67,39,"outsideNorthWestDZ"
-62,-40,"outsideNorthEastDZ"
-25,17,"southCenterNZ"
44,39,"eastPoint"
45,39,"eastPoint"
55,40,"outsideNorthEast"
69,-20,"westOuterSlot"
93,-31,"outsideNorthWest"
97,-22,"outsideNorthWest"
-95,-16,"outsideNorthEastDZ"
-25,30,"southEastBoardsNZ"
67,-22,"westOuterSlot"
96,26,"outsideNorthEast"
-99,5,"outsideNorthWestDZ"
-62,-38,"outsideNorthEastDZ"
-57,38,"outsideNorthWestDZ"
-46,39,"westPointDZ"
-40,39,"westPointDZ"
-25,15,"southCenterNZ"
98,-16,"outsideNorthWest"
-86,34,"outsideNorthWestDZ"
-81,36,"outsideNorthWestDZ"
-39,39,"westPointDZ"
-26,37,"southEastBoardsNZ"
-25,-10,"southCenterNZ"
25,20,"eastPoint"
39,37,"eastPoint"
42,40,"eastPoint"
44,-38,"westPoint"
96,7,"outsideNorthEast"
-98,-11,"outsideNorthEastDZ"
-96,15,"outsideNorthWestDZ"
-42,39,"westPointDZ"
-41,-39,"eastPointDZ"
-37,-39,"eastPointDZ"
-1,2,"southCenterNZ"
6,39,"northEastBoardsNZ"
11,-39,"northWestBoardsNZ"
79,37,"outsideNorthEast"
97,-4,"outsideNorthWest"
-96,-26,"outsideNorthEastDZ"
-87,-34,"outsideNorthEastDZ"
-36,-39,"eastPointDZ"
1,-2,"northCenterNZ"
14,-39,"northWestBoardsNZ"
25,2,"centerPoint"
93,26,"outsideNorthEast"
96,-6,"outsideNorthWest"
98,9,"outsideNorthEast"
-96,-10,"outsideNorthEastDZ"
96,4,"outsideNorthEast"
-71,21,"westOuterSlotDZ"
-26,-36,"southWestBoardsNZ"
-25,10,"southCenterNZ"
50,-40,"westPoint"
79,-37,"outsideNorthWest"
98,-7,"outsideNorthWest"
98,19,"outsideNorthEast"
-96,10,"outsideNorthWestDZ"
-93,31,"outsideNorthWestDZ"
-76,-38,"outsideNorthEastDZ"
-51,38,"westPointDZ"
-45,39,"westPointDZ"
47,39,"eastPoint"
55,-40,"outsideNorthWest"
56,-40,"outsideNorthWest"
67,22,"eastOuterSlot"
-85,34,"outsideNorthWestDZ"
-80,-39,"outsideNorthEastDZ"
-60,38,"outsideNorthWestDZ"
-36,-38,"eastPointDZ"
-26,39,"southEastBoardsNZ"
11,39,"northEastBoardsNZ"
19,21,"northCenterNZ"
26,29,"eastPoint"
96,20,"outsideNorthEast"
98,17,"outsideNorthEast"
-25,-28,"southWestBoardsNZ"
-25,2,"southCenterNZ"
4,39,"northEastBoardsNZ"
25,6,"centerPoint"
33,-33,"westPoint"
47,-39,"westPoint"
94,24,"outsideNorthEast"
97,17,"outsideNorthEast"
-65,-40,"outsideNorthEastDZ"
-45,-39,"eastPointDZ"
-44,40,"westPointDZ"
36,36,"eastPoint"
38,-37,"westPoint"
50,-39,"westPoint"
56,-38,"outsideNorthWest"
85,34,"outsideNorthEast"
97,16,"outsideNorthEast"
98,18,"outsideNorthEast"
-95,9,"outsideNorthWestDZ"
-51,40,"westPointDZ"
-25,-11,"southCenterNZ"
-25,26,"southEastBoardsNZ"
60,-38,"outsideNorthWest"
62,40,"outsideNorthEast"
69,-41,"outsideNorthWest"
-97,-14,"outsideNorthEastDZ"
-94,18,"outsideNorthWestDZ"
-91,31,"outsideNorthWestDZ"
-70,20,"westOuterSlotDZ"
-59,38,"outsideNorthWestDZ"
-49,38,"westPointDZ"
-39,-39,"eastPointDZ"
74,38,"outsideNorthEast"
94,23,"outsideNorthEast"
-88,-34,"outsideNorthEastDZ"
-82,-35,"outsideNorthEastDZ"
-76,40,"outsideNorthWestDZ"
-52,38,"westPointDZ"
69,38,"outsideNorthEast"
98,-3,"outsideNorthWest"
-97,24,"outsideNorthWestDZ"
-93,21,"outsideNorthWestDZ"
8,-39,"northWestBoardsNZ"
25,-2,"centerPoint"
50,-38,"westPoint"
52,40,"eastPoint"
97,19,"outsideNorthEast"
-88,-35,"outsideNorthEastDZ"
0,-12,"northCenterNZ"
61,-38,"outsideNorthWest"
-40,-38,"eastPointDZ"
-25,-29,"southWestBoardsNZ"
-25,0,"southCenterNZ"
-25,18,"southCenterNZ"
-91,32,"outsideNorthWestDZ"
-66,-39,"outsideNorthEastDZ"
-49,-39,"eastPointDZ"
-25,-14,"southCenterNZ"
-25,28,"southEastBoardsNZ"
12,39,"northEastBoardsNZ"
20,39,"northEastBoardsNZ"
26,-30,"westPoint"
86,34,"outsideNorthEast"
93,-26,"outsideNorthWest"
3,-39,"northWestBoardsNZ"
13,38,"northEastBoardsNZ"
36,-36,"westPoint"
48,39,"eastPoint"
71,22,"outsideNorthEast"
-94,30,"outsideNorthWestDZ"
-92,-25,"outsideNorthEastDZ"
-75,38,"outsideNorthWestDZ"
-40,40,"westPointDZ"
21,39,"northEastBoardsNZ"
51,-38,"westPoint"
95,-6,"outsideNorthWest"
-67,-39,"outsideNorthEastDZ"
-43,40,"westPointDZ"
-26,-39,"southWestBoardsNZ"
-25,-17,"southCenterNZ"
4,-39,"northWestBoardsNZ"
25,3,"centerPoint"
32,35,"eastPoint"
42,-40,"westPoint"
-86,-33,"outsideNorthEastDZ"
-61,-40,"outsideNorthEastDZ"
-25,-26,"southWestBoardsNZ"
31,-33,"westPoint"
69,20,"eastOuterSlot"
-91,-29,"outsideNorthEastDZ"
-78,37,"outsideNorthWestDZ"
-74,38,"outsideNorthWestDZ"
-71,-39,"outsideNorthEastDZ"
5,-38,"northWestBoardsNZ"
14,39,"northEastBoardsNZ"
37,36,"eastPoint"
49,-40,"westPoint"
-95,15,"outsideNorthWestDZ"
-47,-38,"eastPointDZ"
-25,-25,"southWestBoardsNZ"
-25,5,"southCenterNZ"
-25,16,"southCenterNZ"
10,39,"northEastBoardsNZ"
50,38,"eastPoint"
50,40,"eastPoint"
96,-8,"outsideNorthWest"
-99,-6,"outsideNorthEastDZ"
-92,25,"outsideNorthWestDZ"
-49,40,"westPointDZ"
-42,-40,"eastPointDZ"
-39,40,"westPointDZ"
-25,-2,"southCenterNZ"
31,33,"eastPoint"
37,-36,"westPoint"
46,-40,"westPoint"
94,-23,"outsideNorthWest"
-93,-4,"outsideNorthEastDZ"
-82,39,"outsideNorthWestDZ"
-42,38,"westPointDZ"
26,-28,"westPoint"
51,40,"eastPoint"
97,-19,"outsideNorthWest"
-86,37,"outsideNorthWestDZ"
-85,-33,"outsideNorthEastDZ"
-69,41,"outsideNorthWestDZ"
-60,-40,"outsideNorthEastDZ"
-59,-40,"outsideNorthEastDZ"
-55,38,"outsideNorthWestDZ"
15,39,"northEastBoardsNZ"
46,-39,"westPoint"
78,40,"outsideNorthEast"
97,-23,"outsideNorthWest"
-99,6,"outsideNorthWestDZ"
-93,-20,"outsideNorthEastDZ"
-87,36,"outsideNorthWestDZ"
-52,40,"westPointDZ"
0,-17,"northCenterNZ"
13,-39,"northWestBoardsNZ"
33,33,"eastPoint"
34,34,"eastPoint"
78,-40,"outsideNorthWest"
84,38,"outsideNorthEast"
95,-22,"outsideNorthWest"
-98,21,"outsideNorthWestDZ"
-84,38,"outsideNorthWestDZ"
-81,-36,"outsideNorthEastDZ"
-77,-40,"outsideNorthEastDZ"
-41,40,"westPointDZ"
-26,-35,"southWestBoardsNZ"
64,38,"outsideNorthEast"
-97,14,"outsideNorthWestDZ"
-93,-31,"outsideNorthEastDZ"
-92,6,"outsideNorthWestDZ"
-79,-37,"outsideNorthEastDZ"
-56,40,"outsideNorthWestDZ"
-51,-38,"eastPointDZ"
12,-38,"northWestBoardsNZ"
44,-40,"westPoint"
45,40,"eastPoint"
87,36,"outsideNorthEast"
96,-5,"outsideNorthWest"
-50,-38,"eastPointDZ"
-39,-38,"eastPointDZ"
-25,-27,"southWestBoardsNZ"
0,11,"northCenterNZ"
43,-38,"westPoint"
45,38,"eastPoint"
70,41,"outsideNorthEast"
-98,-14,"outsideNorthEastDZ"
-93,-21,"outsideNorthEastDZ"
-92,7,"outsideNorthWestDZ"
-91,-30,"outsideNorthEastDZ"
-59,40,"outsideNorthWestDZ"
-43,38,"westPointDZ"
-41,-40,"eastPointDZ"
32,-35,"westPoint"
44,38,"eastPoint"
87,34,"outsideNorthEast"
91,32,"outsideNorthEast"
-98,11,"outsideNorthWestDZ"
-63,-38,"outsideNorthEastDZ"
-37,38,"westPointDZ"
-25,25,"southEastBoardsNZ"
52,38,"eastPoint"
69,41,"outsideNorthEast"
98,-17,"outsideNorthWest"
-97,-11,"outsideNorthEastDZ"
-87,-36,"outsideNorthEastDZ"
-75,-38,"outsideNorthEastDZ"
9,39,"northEastBoardsNZ"
35,-34,"westPoint"
48,-40,"westPoint"
-84,-38,"outsideNorthEastDZ"
-52,-40,"eastPointDZ"
12,40,"northEastBoardsNZ"
34,-34,"westPoint"
42,-38,"westPoint"
43,40,"eastPoint"
93,25,"outsideNorthEast"
95,-21,"outsideNorthWest"
95,-20,"outsideNorthWest"
98,10,"outsideNorthEast"
-79,37,"outsideNorthWestDZ"
-50,40,"westPointDZ"
-38,39,"westPointDZ"
-22,-39,"southWestBoardsNZ"
22,39,"northEastBoardsNZ"
49,40,"eastPoint"
92,28,"outsideNorthEast"
-93,4,"outsideNorthWestDZ"
-46,-39,"eastPointDZ"
-43,-38,"eastPointDZ"
-40,-40,"eastPointDZ"
43,38,"eastPoint"
95,22,"outsideNorthEast"
98,-8,"outsideNorthWest"
98,15,"outsideNorthEast"
-94,16,"outsideNorthWestDZ"
-42,40,"westPointDZ"
-38,38,"westPointDZ"
-36,38,"westPointDZ"
5,39,"northEastBoardsNZ"
16,39,"northEastBoardsNZ"
47,40,"eastPoint"
-95,14,"outsideNorthWestDZ"
-45,40,"westPointDZ"
-41,-38,"eastPointDZ"
-25,-9,"southCenterNZ"
5,-39,"northWestBoardsNZ"
87,-36,"outsideNorthWest"
87,-35,"outsideNorthWest"
96,-1,"outsideNorthWest"
97,-24,"outsideNorthWest"
-92,-32,"outsideNorthEastDZ"
-25,-1,"southCenterNZ"
30,-34,"westPoint"
69,-38,"outsideNorthWest"
80,-36,"outsideNorthWest"
-97,-24,"outsideNorthEastDZ"
-61,38,"outsideNorthWestDZ"
-51,-40,"eastPointDZ"
-47,38,"westPointDZ"
-14,39,"southEastBoardsNZ"
6,-40,"northWestBoardsNZ"
56,37,"outsideNorthEast"
63,-38,"outsideNorthWest"
70,-20,"westOuterSlot"
78,-37,"outsideNorthWest"
85,-34,"outsideNorthWest"
95,-28,"outsideNorthWest"
95,6,"outsideNorthEast"
95,7,"outsideNorthEast"
96,1,"outsideNorthEast"
97,23,"outsideNorthEast"
-92,-26,"outsideNorthEastDZ"
-55,-40,"outsideNorthEastDZ"
-49,-38,"eastPointDZ"
26,26,"eastPoint"
47,-38,"westPoint"
96,8,"outsideNorthEast"
-94,17,"outsideNorthWestDZ"
-52,37,"westPointDZ"
-38,-37,"eastPointDZ"
8,-38,"northWestBoardsNZ"
41,-37,"westPoint"
45,-38,"westPoint"
84,34,"outsideNorthEast"
96,-4,"outsideNorthWest"
98,-18,"outsideNorthWest"
-53,-38,"eastPointDZ"
11,38,"northEastBoardsNZ"
19,39,"northEastBoardsNZ"
47,-40,"westPoint"
91,-32,"outsideNorthWest"
-96,14,"outsideNorthWestDZ"
-51,-37,"eastPointDZ"
-44,38,"westPointDZ"
-39,38,"westPointDZ"
-20,-39,"southWestBoardsNZ"
51,38,"eastPoint"
82,-39,"outsideNorthWest"
-95,-15,"outsideNorthEastDZ"
-94,0,"outsideNorthWestDZ"
-71,-23,"outsideNorthEastDZ"
-46,38,"westPointDZ"
-44,-39,"eastPointDZ"
5,38,"northEastBoardsNZ"
49,38,"eastPoint"
52,-38,"westPoint"
-93,20,"outsideNorthWestDZ"
-69,20,"westOuterSlotDZ"
-60,40,"outsideNorthWestDZ"
-58,-37,"outsideNorthEastDZ"
-45,-40,"eastPointDZ"
-39,-40,"eastPointDZ"
16,-39,"northWestBoardsNZ"
26,-26,"westPoint"
40,-37,"westPoint"
49,-38,"westPoint"
71,-22,"outsideNorthWest"
96,-20,"outsideNorthWest"
96,-7,"outsideNorthWest"
96,-2,"outsideNorthWest"
-82,35,"outsideNorthWestDZ"
-77,40,"outsideNorthWestDZ"
-48,40,"westPointDZ"
-36,39,"westPointDZ"
-25,-19,"southCenterNZ"
6,-39,"northWestBoardsNZ"
17,39,"northEastBoardsNZ"
52,-40,"westPoint"
95,-5,"outsideNorthWest"
96,3,"outsideNorthEast"
-94,-16,"outsideNorthEastDZ"
-92,-7,"outsideNorthEastDZ"
-41,38,"westPointDZ"
-25,3,"southCenterNZ"
8,39,"northEastBoardsNZ"
9,40,"northEastBoardsNZ"
26,-29,"westPoint"
44,40,"eastPoint"
97,-18,"outsideNorthWest"
98,-19,"outsideNorthWest"
-95,-14,"outsideNorthEastDZ"
-91,30,"outsideNorthWestDZ"
-50,38,"westPointDZ"
-26,-34,"southWestBoardsNZ"
-25,1,"southCenterNZ"
-25,24,"southEastBoardsNZ"
31,-32,"westPoint"
48,40,"eastPoint"
96,-3,"outsideNorthWest"
98,-9,"outsideNorthWest"
-78,-40,"outsideNorthEastDZ"
-40,38,"westPointDZ"
-35,-39,"eastPointDZ"
70,-41,"outsideNorthWest"
98,20,"outsideNorthEast"
-92,-23,"outsideNorthEastDZ"
-49,-40,"eastPointDZ"
-42,-38,"eastPointDZ"
-35,-40,"eastPointDZ"
-35,38,"westPointDZ"
7,-38,"northWestBoardsNZ"
30,34,"eastPoint"
91,31,"outsideNorthEast"
92,-28,"outsideNorthWest"
95,21,"outsideNorthEast"
-99,-7,"outsideNorthEastDZ"
-48,-40,"eastPointDZ"
-47,40,"westPointDZ"
-25,-18,"southCenterNZ"
-11,-39,"southWestBoardsNZ"
10,-38,"northWestBoardsNZ"
10,38,"northEastBoardsNZ"
48,38,"eastPoint"
82,35,"outsideNorthEast"
95,5,"outsideNorthEast"
96,2,"outsideNorthEast"
-53,-39,"eastPointDZ"
-38,40,"westPointDZ"
-37,-40,"eastPointDZ"
-36,-40,"eastPointDZ"
-25,19,"southCenterNZ"
-13,39,"southEastBoardsNZ"
13,-40,"northWestBoardsNZ"
16,40,"northEastBoardsNZ"
39,-37,"westPoint"
79,-40,"outsideNorthWest"
84,-34,"outsideNorthWest"
-93,3,"outsideNorthWestDZ"
-86,-37,"outsideNorthEastDZ"
-78,-37,"outsideNorthEastDZ"
-69,-41,"outsideNorthEastDZ"
-57,-37,"outsideNorthEastDZ"
-14,-39,"southWestBoardsNZ"
9,-39,"northWestBoardsNZ"
12,38,"northEastBoardsNZ"
28,-37,"westPoint"
30,33,"eastPoint"
-50,-40,"eastPointDZ"
-48,38,"westPointDZ"
-38,-40,"eastPointDZ"
-10,39,"southEastBoardsNZ"
3,-40,"northWestBoardsNZ"
22,-39,"northWestBoardsNZ"
34,-33,"westPoint"
46,38,"eastPoint"
58,37,"outsideNorthEast"
93,-25,"outsideNorthWest"
97,-9,"outsideNorthWest"
-92,-6,"outsideNorthEastDZ"
-92,24,"outsideNorthWestDZ"
-25,-3,"southCenterNZ"
-21,-39,"southWestBoardsNZ"
-13,-39,"southWestBoardsNZ"
7,-39,"northWestBoardsNZ"
7,38,"northEastBoardsNZ"
18,39,"northEastBoardsNZ"
25,-20,"westPoint"
36,35,"eastPoint"
78,37,"outsideNorthEast"
86,-34,"outsideNorthWest"
93,31,"outsideNorthEast"
-99,7,"outsideNorthWestDZ"
-98,-13,"outsideNorthEastDZ"
-98,22,"outsideNorthWestDZ"
-78,40,"outsideNorthWestDZ"
-62,38,"outsideNorthWestDZ"
-44,-40,"eastPointDZ"
-35,-38,"eastPointDZ"
53,39,"eastPoint"
62,-38,"outsideNorthWest"
-87,-33,"outsideNorthEastDZ"
-73,38,"outsideNorthWestDZ"
-37,40,"westPointDZ"
29,35,"eastPoint"
46,40,"eastPoint"
64,-38,"outsideNorthWest"
82,39,"outsideNorthEast"
-96,-14,"outsideNorthEastDZ"
-55,-37,"outsideNorthEastDZ"
9,-38,"northWestBoardsNZ"
15,-39,"northWestBoardsNZ"
35,34,"eastPoint"
88,35,"outsideNorthEast"
96,-19,"outsideNorthWest"
-96,27,"outsideNorthWestDZ"
-94,-30,"outsideNorthEastDZ"
-48,-38,"eastPointDZ"
-45,38,"westPointDZ"
-35,39,"westPointDZ"
-34,-38,"eastPointDZ"
9,38,"northEastBoardsNZ"
14,40,"northEastBoardsNZ"
26,28,"eastPoint"
41,37,"eastPoint"
82,-35,"outsideNorthWest"
-92,-24,"outsideNorthEastDZ"
-18,-39,"southWestBoardsNZ"
39,-36,"westPoint"
56,-37,"outsideNorthWest"
91,30,"outsideNorthEast"
96,19,"outsideNorthEast"
-98,14,"outsideNorthWestDZ"
-19,-39,"southWestBoardsNZ"
96,-16,"outsideNorthWest"
97,15,"outsideNorthEast"
98,-15,"outsideNorthWest"
-98,-21,"outsideNorthEastDZ"
-94,15,"outsideNorthWestDZ"
-93,18,"outsideNorthWestDZ"
-47,-40,"eastPointDZ"
-6,39,"southEastBoardsNZ"
6,38,"northEastBoardsNZ"
38,-36,"westPoint"
38,36,"eastPoint"
67,21,"eastOuterSlot"
91,-31,"outsideNorthWest"
96,-17,"outsideNorthWest"
-97,-12,"outsideNorthEastDZ"
-91,-33,"outsideNorthEastDZ"
-26,34,"southEastBoardsNZ"
-8,-39,"southWestBoardsNZ"
0,12,"northCenterNZ"
-59,-37,"outsideNorthEastDZ"
-46,-38,"eastPointDZ"
-8,39,"southEastBoardsNZ"
6,-38,"northWestBoardsNZ"
28,37,"eastPoint"
94,-21,"outsideNorthWest"
96,18,"outsideNorthEast"
98,-10,"outsideNorthWest"
-95,-10,"outsideNorthEastDZ"
-83,34,"outsideNorthWestDZ"
-64,-38,"outsideNorthEastDZ"
-26,35,"southEastBoardsNZ"
-10,-39,"southWestBoardsNZ"
-2,0,"southCenterNZ"
4,-38,"northWestBoardsNZ"
34,32,"eastPoint"
73,38,"outsideNorthEast"
-37,-38,"eastPointDZ"
-34,-39,"eastPointDZ"
-34,39,"westPointDZ"
3,39,"northEastBoardsNZ"
11,-40,"northWestBoardsNZ"
15,38,"northEastBoardsNZ"
19,-39,"northWestBoardsNZ"
20,-39,"northWestBoardsNZ"
37,-35,"westPoint"
94,-22,"outsideNorthWest"
94,22,"outsideNorthEast"
95,18,"outsideNorthEast"
95,20,"outsideNorthEast"
-93,19,"outsideNorthWestDZ"
-85,33,"outsideNorthWestDZ"
-63,38,"outsideNorthWestDZ"
1,39,"northEastBoardsNZ"
9,-40,"northWestBoardsNZ"
13,40,"northEastBoardsNZ"
18,-39,"northWestBoardsNZ"
18,38,"northEastBoardsNZ"
26,27,"eastPoint"
46,-38,"westPoint"
79,40,"outsideNorthEast"
81,36,"outsideNorthEast"
93,-24,"outsideNorthWest"
93,24,"outsideNorthEast"
95,-7,"outsideNorthWest"
-92,26,"outsideNorthWestDZ"
-85,-32,"outsideNorthEastDZ"
6,40,"northEastBoardsNZ"
11,-38,"northWestBoardsNZ"
11,40,"northEastBoardsNZ"
40,37,"eastPoint"
-94,-18,"outsideNorthEastDZ"
-94,-17,"outsideNorthEastDZ"
-91,33,"outsideNorthWestDZ"
-44,-38,"eastPointDZ"
-15,39,"southEastBoardsNZ"
-9,39,"southEastBoardsNZ"
8,-40,"northWestBoardsNZ"
15,-38,"northWestBoardsNZ"
39,36,"eastPoint"
65,38,"outsideNorthEast"
66,38,"outsideNorthEast"
86,37,"outsideNorthEast"
-36,40,"westPointDZ"
-25,20,"southCenterNZ"
-19,39,"southEastBoardsNZ"
-18,38,"southEastBoardsNZ"
16,-38,"northWestBoardsNZ"
70,-38,"outsideNorthWest"
92,27,"outsideNorthEast"
-94,-9,"outsideNorthEastDZ"
-80,-2,"innerSlotDZ"
-80,1,"innerSlotDZ"
-57,37,"outsideNorthWestDZ"
-50,-37,"eastPointDZ"
-46,40,"westPointDZ"
12,-40,"northWestBoardsNZ"
26,-27,"westPoint"
29,-34,"westPoint"
95,-4,"outsideNorthWest"
-93,-18,"outsideNorthEastDZ"
-56,-37,"outsideNorthEastDZ"
17,38,"northEastBoardsNZ"
19,-38,"northWestBoardsNZ"
37,35,"eastPoint"
68,-41,"outsideNorthWest"
-86,33,"outsideNorthWestDZ"
-81,0,"innerSlotDZ"
-33,38,"westPointDZ"
-25,23,"southEastBoardsNZ"
-19,-21,"southCenterNZ"
-17,-39,"southWestBoardsNZ"
-17,39,"southEastBoardsNZ"
8,38,"northEastBoardsNZ"
10,40,"northEastBoardsNZ"
57,37,"outsideNorthEast"
98,-20,"outsideNorthWest"
-97,11,"outsideNorthWestDZ"
-93,2,"outsideNorthWestDZ"
-87,34,"outsideNorthWestDZ"
-86,-8,"outsideNorthEastDZ"
-70,-41,"outsideNorthEastDZ"
-51,37,"westPointDZ"
